sourceCurrency,targetCurrency,sourceAmount
SAR,CHF,198.82
UAH,PYG,228.61
PEN,USD,53642.86
MKD,GBP,2242.29
CNY,VND,178.49
LKR,KZT,9.27
TMT,AZN,46075.66
LKR,ETB,33781.63
AUD,WST,27.31
CNY,SAR,2987.74
MKD,ZAR,377.53
CNY,UGX,20798.11
TWD,USD,3150.71
TMT,EUR,43975.65
PHP,MAD,24.42
JPY,UZS,411.84
QAR,CHF,3740.04
ETB,UGX,90.08
BYN,KRW,905.66
CHF,BRL,55.81
CAD,TMT,17.75
HUF,CHF,7716.94
JPY,MDL,2194.14
DKK,KRW,231.0
KES,KWD,39624.13
EUR,UAH,345290.21
CNY,UAH,2961.23
GBP,HKD,363.94
MKD,AUD,48.24
AUD,MKD,193.33
MYR,AUD,211.46
TMT,RUB,12484.88
TWD,VND,372.78
BYN,CHF,227.4
GHS,GBP,5348.77
UZS,AUD,5902.29
CNY,KWD,58.09
USD,BRL,683.57
COP,EUR,974404.54
DKK,CAD,25.8
BHD,CAD,2.61
USD,AED,330.93
USD,ALL,358.66
JPY,MKD,155.93
CHF,RON,206.72
JPY,ETB,13.38
KRW,KES,33.28
PLN,UYU,3725.46
CNY,UGX,137841.46
CHF,VES,143.74
OMR,GBP,31361.59
MKD,JPY,4575.85
PHP,EUR,293.69
EUR,BDT,13416.06
AUD,ARS,8767.19
PHP,GBP,42607.04
COP,HKD,34338.92
RON,GBP,226.06
JPY,LBP,92.11
IRR,USD,48795.05
UAH,FJD,719.25
UYU,GBP,2104.79
AUD,TRY,38227.37
IRR,PYG,35.94
PGK,AED,6761.64
KZT,COP,7405.15
BYN,CHF,130.09
PHP,SBD,25366.65
PHP,DKK,95.93
AED,GBP,19984.81
GBP,THB,123.68
TOP,SGD,1397.71
USD,HRK,1768.4
JPY,TMT,194.42
CNY,EGP,38.33
USD,MAD,45940.57
MAD,JPY,13.82
ETB,RUB,4969.09
USD,KWD,1637.45
RUB,HUF,2339.17
AMD,CHF,4840.22
KZT,AUD,22.96
BDT,CAD,241003.56
EUR,CZK,450.77
CHF,ILS,3050.75
RSD,HRK,23464.63
USD,LKR,2247.33
CNY,GHS,24.9
LKR,CAD,3562.48
UZS,HUF,381.18
CNY,BDT,314.43
USD,ALL,149.48
CHF,LBP,44.29
NGN,HKD,95.57
USD,AMD,46.36
CNY,JPY,33.54
CHF,MYR,1338.64
GBP,ETB,30528.01
CHF,ILS,976.46
KES,VES,34454.61
NOK,CAD,15130.67
ILS,USD,44.88
CAD,AUD,441.1
AUD,UAH,1.31
GHS,BOB,39.43
HUF,EUR,504.65
JPY,ARS,9590.26
EUR,VUV,186.11
AUD,CAD,4821.02
CHF,BDT,6836.14
CHF,CAD,30.46
KES,JPY,269.08
BDT,CNY,22.8
WST,GBP,131842.34
CHF,TZS,10570.6
NGN,JPY,19781.84
CZK,ALL,655453.22
CNY,MYR,2.23
GBP,PKR,3357.47
USD,CNY,64.02
GBP,AUD,140.35
VES,NGN,389.24
BYN,DKK,7.94
LKR,CAD,165.28
AUD,EUR,63.22
EUR,MDL,48.65
GHS,LKR,1270.04
GBP,KES,30.85
AUD,SEK,45464.46
GHS,ILS,48.61
VES,THB,3699.7
PKR,CHF,2679.02
GBP,USD,30881.2
VES,CNY,4497.64
BRL,CHF,456.06
MXN,USD,2990.35
JPY,RSD,759.79
UYU,KES,134648.22
OMR,JPY,42.61
USD,SGD,222.39
ETB,USD,2475.5
THB,KRW,1825.31
IRR,EUR,45139.79
INR,BGN,31.35
NGN,COP,4753.87
PHP,BRL,1677.14
CZK,JPY,99.72
PHP,CNY,62.09
OMR,CHF,198.99
JPY,LBP,3644.4
CNY,WST,14799.34
HKD,CNY,2762.91
MKD,GBP,4041.58
AZN,AUD,3.44
PGK,TMT,720.99
QAR,GBP,47.47
GBP,UZS,3965.8
GHS,PGK,102.36
THB,CAD,257.38
TND,CHF,5594.45
IDR,CHF,156.36
KRW,TND,382.48
ILS,AUD,494.33
GBP,ILS,3252.88
MAD,GBP,526.11
UGX,MYR,6.08
MDL,RUB,24.33
RON,EUR,4244.14
MYR,EGP,205.81
EUR,MDL,26264.24
GBP,NGN,434.54
BHD,EUR,131.88
NOK,BHD,11.32
AUD,TMT,88.49
OMR,TND,721920.3
INR,EUR,1272.51
GEL,EUR,2592.87
AUD,UGX,129.69
MDL,TOP,22104.78
CNY,KRW,39291.27
NZD,TRY,89.61
INR,AUD,288.97
JOD,CNY,25.35
RSD,CNY,273.7
RUB,CAD,687.66
KRW,GBP,3686.49
USD,SGD,403.99
JPY,TRY,448.67
USD,ARS,81078.42
EUR,CNY,68.84
BYN,LBP,1704.6
THB,ILS,289.78
USD,ETB,20604.0
SAR,AUD,2610.34
KES,CHF,3510.5
TMT,CHF,2725.83
CNY,OMR,156.52
KES,USD,222.84
CAD,JOD,4235.04
IDR,AUD,25.52
VUV,AUD,48025.54
CAD,NOK,359838.2
CNY,BHD,29.31
BGN,EUR,622051.25
RUB,TMT,28.98
BRL,EUR,7.94
GBP,BDT,49.68
CNY,ALL,73.92
CAD,IDR,49.87
CAD,CHF,219.47
AED,CHF,380.26
USD,CHF,86.1
GBP,CAD,27.94
SBD,HUF,3105.15
SGD,CNY,3.79
HKD,TOP,215.76
CHF,PKR,360.62
HKD,CAD,533485.32
LKR,CZK,188996.7
USD,IDR,4276.15
CAD,UZS,3615.51
JPY,UGX,395.82
HKD,EUR,37.78
FJD,CZK,1704.05
ALL,CNY,216.33
CAD,OMR,4828.56
GBP,SGD,34.45
RSD,UAH,25476.44
OMR,TND,27993.14
USD,AED,1517.85
EUR,GHS,49.17
FJD,USD,4524.39
EUR,VUV,135.39
UGX,HKD,488.45
GBP,KZT,9.3
CZK,RSD,15.21
JPY,USD,2342.31
CAD,GBP,32192.96
DZD,TZS,32092.17
AMD,CAD,3735.15
CAD,BDT,4.11
LBP,CHF,24.21
HUF,CAD,4456.53
MYR,CHF,1832.06
EUR,GEL,11868.62
PGK,KES,294.35
INR,TND,18238.97
ETB,EUR,2.76
CNY,MAD,44.76
TND,NZD,151.91
CHF,QAR,4628.42
JOD,JPY,123838.05
CNY,TWD,243.98
OMR,USD,35435.38
HRK,EUR,16.86
USD,EGP,1564.26
QAR,EUR,161.72
CHF,QAR,1.03
CAD,SBD,36.49
PGK,IRR,42.3
HUF,NOK,1879.81
UZS,GBP,1947.91
TMT,AUD,430.16
ILS,CNY,419.76
CAD,FJD,12770.53
JPY,HKD,1486.64
BOB,USD,2536.98
BHD,JPY,2267.26
VES,JPY,140.68
GBP,JPY,93.46
MAD,DZD,38.98
PYG,SGD,3059.61
KWD,CHF,926.85
BDT,NGN,46.22
ALL,CAD,42355.1
JPY,KWD,13.0
PHP,CNY,216.09
USD,VUV,4512.84
AED,AUD,1430.79
TMT,GBP,40.12
USD,COP,24020.96
CHF,AZN,3984.12
IDR,AUD,1331.37
TND,TMT,21675.59
EUR,AMD,35.11
GEL,NZD,4511.09
JPY,TRY,230.49
JPY,LKR,3972.25
GBP,CNY,91.87
AUD,USD,21463.85
COP,USD,31.71
MAD,EUR,27.96
CLP,ZAR,104.38
SGD,BRL,490.47
CHF,CNY,41.75
CHF,CNY,26.55
AUD,PGK,11.56
VND,NZD,21800.87
AUD,CNY,245.01
ILS,CNY,38.16
TRY,PYG,318.59
JPY,CNY,303.61
DZD,USD,3.92
CLP,KES,186.42
CAD,QAR,55.67
AUD,BYN,149.42
MYR,CNY,196.15
BGN,ZAR,4236.17
GBP,BDT,4937.39
ILS,MXN,488.78
FJD,HKD,409.1
ETB,MDL,487699.65
PLN,PKR,627731.33
MDL,AUD,4432.24
CNY,ARS,1520.83
GBP,ALL,32555.61
EUR,KRW,26.44
EUR,HRK,328.19
PLN,SAR,327.62
UYU,EUR,3510.5
BDT,HKD,4.0
AUD,UZS,172.62
ARS,USD,49.22
BDT,CHF,38.05
JOD,TRY,1408.36
PGK,AUD,388.87
CZK,JPY,494.35
UGX,KWD,4167.59
MAD,PEN,38.14
GBP,DZD,34.26
VES,ETB,29.69
EUR,TWD,29998.5
CHF,UZS,896.06
EUR,HKD,218.08
GBP,PEN,26.01
CNY,EUR,198001.46
UGX,CAD,526792.32
BGN,AUD,3037.1
CHF,MXN,372.29
USD,AED,4064.7
GEL,USD,24.61
CAD,ARS,484.14
EUR,SBD,5.54
HUF,JPY,28112.62
GBP,AED,49982.74
EUR,GBP,4282.92
KWD,GBP,393685.56
BHD,EUR,358.28
PHP,RUB,30.2
USD,HUF,20872.01
CNY,RUB,17759.66
SAR,BDT,14312.95
THB,USD,366.09
ZAR,CNY,5.22
AUD,RUB,2801.76
UGX,ARS,9.37
RSD,CNY,34.67
PYG,MAD,334.67
CAD,AZN,15.45
AUD,VUV,244.67
CHF,WST,268.47
CNY,BHD,4091.9
EUR,ARS,415.57
CHF,FJD,3092.83
CAD,MKD,33960.98
RON,CAD,33050.52
BRL,BDT,3725.09
PKR,HKD,351.39
UYU,GBP,1077.08
CHF,VUV,21.37
VUV,SGD,1912.0
AUD,TWD,3159.14
NGN,USD,1233.33
USD,NGN,26.39
MXN,TWD,3590.32
AMD,AED,63.26
UGX,AUD,660.82
USD,KWD,41.47
BDT,JOD,413.67
RON,SEK,8020.75
EUR,WST,1276.36
CNY,VES,22204.39
HKD,KRW,484.12
CAD,UZS,4849.46
AUD,USD,374.17
HUF,CHF,4333.68
GBP,JOD,40.08
ARS,GBP,3945.05
GBP,EUR,23.29
BGN,USD,9.0
CHF,ALL,337.09
GHS,CNY,42.73
UAH,RUB,4860.3
CNY,AZN,13080.63
TRY,GBP,132.65
MAD,RON,8824.98
KZT,SGD,3489.27
RSD,EUR,23.17
COP,USD,40332.92
EUR,FJD,22601.07
GBP,COP,41.66
LKR,TND,6.05
BYN,PKR,8.18
EUR,BYN,140.3
IDR,HUF,49.93
AUD,MYR,122.59
CHF,SEK,30172.99
CHF,TRY,2513.86
CAD,VUV,475.59
GHS,VUV,89.31
IDR,USD,2830.02
USD,SAR,326485.08
CAD,RON,381.71
TWD,CAD,31303.4
HRK,GHS,179094.88
TND,JPY,419.2
CAD,HUF,339.33
AUD,CHF,422.03
GBP,INR,10.58
TWD,CAD,16774.07
AUD,PGK,34.03
QAR,EUR,14.65
AUD,NGN,10180.65
AUD,RON,221.75
TMT,TRY,1822.67
BHD,OMR,47.34
USD,MAD,68.87
AUD,VES,36.31
RON,AMD,40098.69
PEN,EUR,2.01
AUD,CNY,390.1
ETB,UAH,43464.22
FJD,PHP,10.64
JPY,QAR,9291.22
CAD,MDL,72.91
CAD,AMD,28.91
SEK,JPY,291.04
GBP,VND,1918.49
CAD,AMD,116.38
MXN,GBP,492.57
NOK,PEN,13.39
GBP,ETB,38499.96
AUD,WST,4050.12
CNY,KZT,40775.46
KRW,SGD,317.32
JPY,UYU,1472.39
CAD,GBP,8809.07
CNY,RSD,215.33
GHS,AUD,133.94
FJD,AUD,19267.0
COP,CZK,34.56
CHF,GBP,96.18
CAD,NOK,1481.66
EUR,BYN,3014.02
AUD,MKD,3.88
PKR,CNY,34.19
TWD,GBP,13452.5
GBP,GEL,697.52
EUR,MAD,2896.32
AUD,TZS,454.59
BHD,ETB,30.4
LKR,GBP,21.78
JPY,IRR,19867.73
INR,CNY,4807.74
AZN,BHD,477.48
UYU,USD,496.1
PYG,CNY,385.86
HKD,USD,352.13
JPY,CLP,318.62
JPY,CHF,4058.53
CHF,BHD,2747.15
UYU,CAD,187.26
CNY,VND,318.24
TMT,VUV,201.99
FJD,GBP,227.43
EUR,THB,346.28
GBP,SBD,44.13
CAD,ALL,38.56
COP,CHF,33.25
PYG,CAD,11831.54
TWD,ALL,727315.21
USD,CZK,26.79
CHF,VES,4910.78
GHS,PHP,24086.82
ETB,AUD,132.74
MDL,CAD,32234.67
CAD,IDR,21.42
KRW,CHF,2408.62
NOK,TWD,40.17
EUR,HRK,9069.39
WST,CNY,72.19
GBP,KWD,24732.7
GBP,PYG,4265.47
USD,VND,19671.88
GBP,VES,37624.28
QAR,CAD,358.25
CHF,QAR,2944.6
USD,MYR,6.44
MDL,GBP,2905.19
BDT,USD,218.98
SEK,USD,3130.71
BDT,TZS,2711.14
NOK,EUR,221578.85
RON,EUR,2051.38
KWD,GBP,3551.62
AUD,PEN,46215.26
DKK,EUR,21990.18
EUR,MKD,34904.67
AUD,NZD,23670.19
CHF,MYR,4944.18
BGN,KWD,39.28
CNY,NZD,4180.43
EUR,CNY,2299.37
UZS,MXN,36701.43
USD,CHF,45680.14
GBP,BDT,2197.08
BGN,UYU,449.32
CZK,RUB,56787.57
USD,PGK,31.63
GBP,UYU,1727.19
CHF,AZN,316.07
AZN,USD,3731.8
COP,AUD,2802.94
SEK,QAR,29877.47
RSD,BRL,34.07
EUR,PEN,1829.62
TOP,GBP,304.38
ZAR,THB,31639.2
JPY,PHP,217.32
CNY,RSD,212.07
AUD,WST,12242.93
NGN,AUD,8.78
FJD,TWD,28780.4
CAD,EGP,311.65
AUD,MDL,1270.61
GBP,IDR,362.76
CHF,RUB,313.58
UYU,INR,2312.32
ARS,EUR,298.72
ETB,HRK,159.81
EUR,RSD,2639.23
EUR,GBP,43.4
NZD,AUD,121223.02
TMT,QAR,207239.76
VUV,TRY,1422.08
TND,CAD,37.73
TOP,AMD,2098.96
TMT,SEK,34794.5
RSD,CAD,304.27
JPY,QAR,27173.3
ZAR,CAD,20687.12
GBP,VES,41414.81
CNY,UZS,64.96
RUB,GBP,18805.56
CHF,HKD,239.08
GBP,MAD,333520.5
CNY,GBP,186.53
UZS,BHD,298707.73
VUV,TWD,2067.42
KES,AMD,2.07
GBP,AED,123.66
MDL,RSD,20.56
KWD,AUD,250.41
KWD,CAD,23.82
GBP,BHD,23.14
PYG,BDT,6.55
BRL,JPY,136.25
BYN,CNY,380.33
BRL,USD,704.79
AED,AUD,13.23
TND,HKD,3622.48
CAD,PHP,18.91
DKK,PHP,3967.54
JPY,NGN,1459.85
RON,TRY,36268.51
DKK,IDR,338.49
JOD,SBD,1999.9
USD,KES,16.59
JPY,NGN,462.31
MYR,CAD,39.13
EUR,AED,855748.69
MDL,USD,200.7
TWD,CNY,40456.55
PEN,HKD,9.59
GBP,CHF,396.65
CNY,TOP,174.81
AZN,USD,281.73
SGD,ALL,35.92
LBP,USD,33236.04
ZAR,KRW,4.98
CHF,ZAR,6.95
AED,GBP,3687.32
CNY,VUV,36.97
DKK,UAH,77.19
IRR,GBP,33.72
FJD,PKR,1332.61
AUD,UAH,426.79
VND,EUR,34474.58
TZS,JPY,21427.91
DZD,ILS,25811.73
AUD,RUB,1.19
LBP,USD,2600.76
SEK,COP,31730.38
TWD,EUR,601.71
PHP,VES,10.99
BDT,BYN,130.71
WST,VES,2745.65
BDT,USD,4376.51
GBP,RON,2230.85
CNY,TZS,22818.04
PHP,KWD,1757.35
MXN,CAD,152475.91
QAR,GBP,440.65
IRR,USD,376.02
BRL,DKK,322.68
UZS,USD,2912.28
AMD,LKR,2688.82
USD,KWD,29.4
MYR,JPY,24.43
AUD,CNY,387.12
CHF,EUR,256.97
SAR,AUD,42.2
CHF,TWD,11386.59
AUD,BYN,46.28
AUD,BOB,33621.9
JPY,UAH,206.59
IRR,JPY,36.08
USD,UZS,141.42
KES,MAD,26.69
PEN,INR,3007.74
GBP,MXN,402.8
UZS,EUR,389.52
GBP,LBP,2070.85
JPY,JOD,200.34
AUD,KRW,37.95
UZS,LKR,4227.96
UAH,CAD,442.79
TOP,UAH,2732.23
BYN,EUR,211884.52
GBP,INR,108.98
THB,CHF,44.5
RUB,USD,34779.73
ARS,USD,646.8
IRR,AZN,41.0
GBP,LBP,2812.68
CAD,KES,25406.52
SBD,BYN,3.84
PKR,EUR,2737.37
BOB,CAD,80.26
AUD,PGK,13366.41
TRY,CAD,477.77
DZD,CAD,125454.77
SBD,CHF,42.99
PKR,USD,433.57
ARS,EUR,248976.4
USD,ARS,232.61
UAH,JPY,249697.5
GEL,TZS,146.15
USD,DKK,2424.41
TND,GBP,10.95
CHF,TZS,7.85
CNY,VUV,1358.12
PYG,PGK,34.39
AUD,VUV,37.99
CZK,GBP,3069.88
GBP,CHF,351.52
USD,DKK,1813.24
CNY,MDL,446.11
HRK,TZS,2044.21
JPY,TZS,27681.37
CNY,KRW,46.18
CHF,MDL,400.33
CHF,GHS,487.74
CHF,CNY,8.64
DZD,OMR,1884.42
USD,TRY,56.72
SBD,SAR,43.53
CHF,THB,1249.22
TRY,GBP,8.61
JPY,TMT,8363.3
CAD,KRW,224.94
TWD,JPY,39.58
TZS,CAD,481.04
JPY,DKK,34.37
BOB,EUR,433.39
CAD,AUD,375.01
ILS,JOD,3861.71
AUD,GEL,127785.31
USD,HRK,383.45
ALL,JPY,25.01
AUD,MYR,4704.74
EUR,TND,4541.74
MDL,GEL,381.16
JPY,MYR,407.69
USD,LBP,222.41
THB,CAD,194.11
DZD,CNY,32123.84
JPY,CAD,442.08
GBP,TZS,22.18
CHF,FJD,2961.87
USD,DZD,117460.91
CAD,IDR,120.74
JPY,BRL,45433.65
CAD,TZS,1467.88
GHS,GBP,197.93
GBP,LKR,166784.48
CNY,VUV,133.58
UGX,CHF,4494.19
KZT,HKD,11.78
BDT,EUR,16175.34
COP,AUD,127.46
DZD,UAH,16.62
TND,CHF,359.89
BGN,EUR,31.76
GBP,KRW,4681.68
GHS,CAD,9.21
TRY,GBP,4695.93
THB,DKK,12344.85
BDT,NOK,8.03
UYU,CAD,747.59
JOD,MKD,30.83
MAD,JPY,4258.83
GBP,CAD,451.24
GBP,NOK,6582.13
TND,TMT,284.84
GBP,MDL,3042.55
ILS,EUR,315.68
MAD,SAR,3198.74
UAH,VND,110.0
CHF,AMD,42.55
VUV,CAD,25096.48
GHS,THB,55.0
CHF,SBD,314.11
QAR,GBP,94.2
MDL,PHP,13.68
ZAR,CAD,100.57
CNY,BRL,28383.6
WST,HKD,392.57
HRK,AED,15934.2
CNY,AMD,11702.42
SGD,EUR,1495.02
AUD,QAR,426.43
CNY,JPY,4876.05
USD,AMD,179.22
NZD,CHF,10.75
TMT,AUD,442.4
JPY,AUD,865.05
ETB,EUR,8.25
BDT,GBP,5.37
NZD,TZS,1846.64
KWD,USD,469.18
JPY,VES,828.77
MAD,AUD,3688.5
DKK,MYR,414.35
SEK,AUD,165.98
TWD,CLP,475585.6
QAR,VES,825.19
BOB,COP,3.81
BGN,THB,123.94
RUB,GBP,45.57
SEK,CHF,3943.01
CNY,GHS,47.76
AUD,NZD,2222.62
MDL,BHD,25358.25
JPY,MXN,3422.12
EUR,JOD,954.65
TWD,CAD,16068.32
USD,COP,15987.2
VND,PGK,33.7
KZT,TRY,231.7
QAR,NOK,399.18
GBP,KZT,4130.48
BDT,CHF,39.95
TMT,NOK,313.03
GBP,NZD,4.65
TOP,HKD,3646.01
EGP,JPY,31.75
KES,CNY,355.08
JPY,AUD,4.59
GBP,JOD,741.72
UGX,CAD,42487.23
ZAR,EUR,423.57
UGX,SEK,1387.53
GEL,EUR,195.54
SGD,CZK,18034.11
IRR,NOK,42845.55
KRW,PYG,18.41
NOK,AUD,3.02
CHF,ZAR,1032.39
CNY,HKD,256.14
NGN,CHF,2515.75
JPY,THB,32576.09
BDT,USD,86.78
PGK,VUV,2060.36
SAR,EUR,32.5
CNY,USD,2190.04
JPY,ILS,51320.08
NOK,PKR,285.69
QAR,EUR,24.48
HKD,JPY,2437.51
EUR,UZS,360.48
BOB,AUD,24100.4
CHF,IRR,110473.61
CHF,CAD,36.16
USD,RSD,197.35
RUB,NOK,32115.32
USD,EUR,353.55
QAR,MAD,18646.39
AED,BHD,138.78
USD,DZD,45.18
GBP,PYG,356.21
EUR,MYR,1293.67
MAD,EUR,9018.23
TWD,PLN,1630.34
TMT,EUR,43.51
GHS,USD,4224.05
CLP,GBP,3735.62
USD,IDR,4777.11
AZN,CHF,36.25
RUB,AUD,39.59
TND,USD,43.42
JPY,EUR,15.29
EGP,CNY,38.15
CNY,HRK,1454.58
BGN,JPY,5.34
MAD,EUR,1399.84
CAD,SBD,394.68
CAD,MDL,1023.74
GBP,GEL,2691.65
EUR,CNY,457.84
EGP,AED,40876.08
NOK,BRL,411.75
GEL,AUD,7870.24
COP,NZD,37.96
USD,BOB,34366.17
CNY,UAH,630.1
RUB,TND,34.52
PYG,JPY,2211.08
USD,BYN,10877.57
MDL,COP,2965.66
LBP,RSD,111.39
VND,AUD,1729.49
RUB,UYU,4284.82
EUR,SBD,3710.96
USD,SEK,527.97
AUD,FJD,153.01
JPY,HRK,177.28
ILS,NZD,1259.45
ALL,GBP,16177.35
TOP,MDL,234137.2
QAR,CHF,2521.33
PLN,CHF,13.81
CHF,ILS,32.61
NZD,ETB,321.18
EGP,KES,3328.3
USD,CZK,4762.45
AUD,PKR,1106.94
GBP,TOP,22546.3
AUD,EUR,4.78
KWD,GEL,10378.99
CNY,AZN,29.2
GBP,JPY,8504.23
INR,CHF,3738.54
CAD,BRL,7817.28
NZD,BOB,13848.39
GBP,CNY,173.93
CNY,INR,3557.15
MXN,CNY,45.57
MXN,EUR,1219.9
NOK,CHF,474.48
MYR,PHP,474.32
QAR,CAD,287.67
PHP,GBP,1182.16
CHF,SBD,726.98
GBP,UZS,119.78
CAD,NOK,49187.63
CAD,RSD,4917.8
JPY,AUD,25.89
SAR,GBP,32.9
CHF,AED,32355.92
CAD,GBP,4081.95
AUD,EUR,4622.22
AUD,SGD,1597.25
CNY,TZS,4764.28
AUD,CNY,27008.37
GBP,TOP,31.74
AUD,NOK,184.99
FJD,CAD,3027.02
JPY,HRK,189.21
HRK,RON,26.93
HRK,JPY,17525.0
TND,HUF,42669.02
AUD,THB,29.37
CHF,PYG,43425.23
BRL,VES,10.62
BGN,TWD,165.13
LKR,USD,11.64
MXN,USD,2532.24
ARS,GHS,34.74
CHF,JPY,29.08
CAD,KRW,42.42
MYR,GHS,4389.58
AUD,KES,14.11
ETB,PKR,3599.11
EUR,KWD,359.01
USD,THB,213.74
EUR,PKR,336.55
SGD,CNY,14091.37
COP,EUR,476.47
SGD,CAD,10795.65
BRL,CAD,300691.34
WST,CAD,2445.71
CAD,TZS,19.75
THB,CZK,121.46
IDR,CAD,3990.65
AMD,USD,3818.04
UAH,USD,3075.24
EUR,CHF,631.87
EUR,GHS,1.66
CAD,CHF,2651.13
CHF,UAH,19.74
KRW,EUR,4556.75
IDR,CLP,386.91
GBP,CAD,457.38
BOB,UGX,45.19
USD,AUD,239.63
CAD,BHD,44491.38
UZS,RON,43.31
JPY,SEK,313.71
BHD,USD,21.17
CNY,AUD,287.0
BDT,CAD,4409.39
ETB,USD,221.35
MAD,AUD,44.72
AUD,RON,64.77
ALL,HRK,1198.47
KWD,GBP,228317.57
MYR,USD,2015.79
PYG,UAH,3521.17
QAR,JPY,4474.55
KWD,AUD,863.37
MAD,BDT,3360.14
BDT,KRW,39.33
TWD,RUB,59.49
CHF,ARS,42.99
CHF,NZD,18.79
BRL,JPY,4092.29
SBD,JPY,24.51
VND,JPY,6.85
TOP,USD,3563.89
KRW,HKD,235.96
INR,AUD,25065.39
THB,KZT,49206.55
EUR,TND,2189.65
UAH,INR,310.71
UAH,CNY,2385.67
SEK,EUR,21919.88
RUB,CNY,1868.55
GBP,MDL,1049.4
EGP,UYU,18813.19
MYR,CNY,1689.24
VND,AZN,224.41
CLP,IDR,4488.07
CHF,TRY,188.48
USD,IRR,4132.44
BYN,GBP,937.69
LBP,CHF,178.83
RUB,KRW,355519.68
PLN,TZS,14712.65
THB,GBP,33.18
VES,EUR,3032.95
EUR,TZS,111.45
CHF,WST,38605.1
CAD,THB,495.74
RON,CHF,32925.99
JPY,COP,2213.9
CHF,LBP,42293.03
USD,CZK,105.72
JOD,CAD,10934.13
CNY,TWD,11.51
UZS,AUD,258.38
JPY,CZK,4693.86
CZK,ZAR,18.69
CNY,USD,187.86
TRY,USD,668.51
EUR,PEN,2022.33
CHF,NOK,4452.8
VND,CHF,84.68
CHF,ZAR,230.94
ALL,PLN,23.13
CAD,QAR,16.9
MXN,JPY,423.28
AUD,SAR,4198.0
CAD,PGK,152056.59
LBP,CHF,36124.05
UZS,CAD,175749.9
CHF,LBP,43.37
CNY,TWD,4.09
UGX,CAD,22.01
PGK,CAD,24.04
CHF,EGP,233.64
GBP,HRK,9559.85
MYR,USD,267.19
JPY,CNY,291945.19
TWD,VND,2719.52
USD,UYU,45.36
JPY,DKK,352.5
PYG,JPY,271975.24
ETB,JPY,364.95
ALL,CAD,313.78
CHF,ALL,15037.95
SAR,CNY,2435.45
EUR,USD,479.55
WST,CHF,366.53
USD,RON,479.41
EUR,EGP,41171.56
INR,GBP,157.21
USD,MDL,11.36
INR,CAD,253.65
INR,GBP,3462.46
CAD,NZD,39334.49
USD,DZD,361.62
GBP,RON,33.34
LKR,ALL,13.19
TWD,CNY,20.98
CHF,MKD,14646.41
BGN,GBP,46.34
TWD,IRR,48.25
MKD,AUD,37003.56
TOP,CAD,21884.48
LBP,CHF,2946.83
LKR,BHD,2476.96
EUR,OMR,45.54
CNY,SAR,470.33
BOB,CHF,1001.74
AUD,WST,28.07
UAH,CHF,451.23
JPY,RSD,270.35
NGN,CHF,314.37
ILS,TOP,28.53
GEL,CNY,24525.13
AUD,BGN,374.47
CHF,NGN,19234.96
EUR,PKR,3093.91
BRL,UAH,169479.88
JPY,SBD,37424.77
NGN,CAD,24.22
KES,CHF,3823.29
AUD,VUV,1436.29
JPY,CNY,109.61
JPY,EGP,302.83
ETB,KRW,3566.15
AUD,BOB,16761.14
CAD,MXN,41.36
USD,NOK,45007.02
DKK,LKR,253.56
AUD,GHS,7385.72
JPY,SGD,1.42
PHP,CAD,612.6
GBP,NZD,3500.72
AUD,SEK,102.24
PLN,GBP,16.87
AUD,AED,36.28
GHS,CNY,383.49
CHF,BRL,376.34
JPY,PLN,23.79
CHF,CNY,1379.85
GBP,LBP,14403.13
USD,RON,24.41
NZD,BOB,496.96
THB,AUD,1147.94
THB,INR,1845.17
JPY,FJD,198.73
ETB,INR,35.83
UZS,BOB,4459.16
VND,CAD,5.34
CHF,EUR,15.23
GBP,HKD,45.33
CAD,GBP,25170.69
LBP,CNY,4440.36
CHF,GBP,4062.12
BHD,AUD,4778.02
MKD,COP,248.9
CAD,EUR,1323.44
NGN,USD,42.72
SAR,USD,33260.04
RSD,WST,584.57
EUR,LKR,36187.2
ZAR,AUD,7.74
CAD,KRW,24.64
MKD,PYG,280.74
KWD,CNY,1124.61
IDR,PGK,28.19
TRY,NOK,7.39
CHF,TZS,10611.8
VND,CAD,1450.2
AUD,JPY,415.87
BRL,AUD,690.72
CNY,GBP,2069.55
JPY,ETB,2141.73
GHS,SEK,4957.08
CNY,ARS,28.49
CAD,ZAR,15214.91
OMR,BDT,3257.82
CHF,KRW,31006.29
CNY,LKR,485079.91
GEL,EUR,3322.81
KWD,EUR,176.38
PYG,CNY,33.26
BDT,CNY,43842.94
ARS,AUD,3433.63
LKR,AUD,14361.22
TOP,TWD,41.58
CHF,TOP,148.23
AUD,UAH,339.58
COP,CZK,29764.33
CAD,JOD,41030.73
AUD,VUV,14.36
MXN,USD,493085.95
USD,HKD,2.12
AED,PLN,310.99
ETB,ALL,235.09
PEN,VUV,27.35
MAD,CHF,491.8
SEK,PGK,417.93
CNY,HKD,9.54
AUD,CHF,25.48
BHD,THB,10978.41
AUD,JPY,9.53
CNY,BGN,164.59
QAR,AUD,236.56
IRR,GBP,43620.91
EUR,NOK,54.05
SEK,JPY,1734.2
BGN,JPY,21675.51
SGD,EUR,4.56
EUR,VND,3608.57
PLN,USD,253.87
LBP,JOD,298.03
UYU,AUD,42.21
CLP,AMD,30.72
LBP,RON,19742.47
INR,LKR,1497.12
USD,UAH,3997.12
LBP,CNY,22494.26
VUV,CNY,5.23
